priority_rank,ticker,company,exchange,market_cap_usd,sector,cik,priority_method,filer_category,last_annual,existing_catalog_match,existing_leader_count,existing_leader_ids,existing_leader_names,existing_x_handles,research_priority,discovery_mode,target_roles,executive_name,executive_role,role_status,role_source_url,x_handle,x_check_type,x_identity_status,x_identity_source_url,x_activity_status,x_last_activity_at,recommended_categories,sp500_member,nasdaq100_member,confidence,review_status,review_notes
798,SFBS,"ServisFirst Bancshares, Inc.",NYSE,,,0001430723,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
799,FOUR,"Shift4 Payments, Inc.",NYSE,,,0001794669,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
800,SSD,"Simpson Manufacturing Co., Inc.",NYSE,,,0000920371,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
801,SMA,"SmartStop Self Storage REIT, Inc.",NYSE,,,0001585389,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
802,SEI,"Solaris Energy Infrastructure, Inc.",NYSE,,,0001697500,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
803,SGI,SOMNIGROUP INTERNATIONAL INC.,NYSE,,,0001206264,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
804,SCCO,SOUTHERN COPPER CORP/,NYSE,,,0001001838,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
805,SBSI,SOUTHSIDE BANCSHARES INC,NYSE,,,0000705432,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
806,SPT,"Sprout Social, Inc.",NASDAQ,,,0001517375,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
807,STC,STEWART INFORMATION SERVICES CORP,NYSE,,,0000094344,sec_filer_category_proxy,Large accelerated filer,2026-02-27,yes,1,panos-panay-amzn,Panos Panay,panos_panay,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
808,STRA,"Strategic Education, Inc.",NASDAQ,,,0001013934,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
809,SHO,"Sunstone Hotel Investors, Inc.",NYSE,,,0001295810,sec_filer_category_proxy,Large accelerated filer,2026-02-27,yes,3,friedman|kevin-rose|naval,Nat Friedman|Kevin Rose|Naval Ravikant,natfriedman|kevinrose|naval,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
810,SG,"Sweetgreen, Inc.",NYSE,,,0001477815,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
811,TFX,TELEFLEX INC,NYSE,,,0000096943,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
812,TENB,"Tenable Holdings, Inc.",NASDAQ,,,0001660280,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
813,TDC,TERADATA CORP /DE/,NYSE,,,0000816761,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
814,WULF,TERAWULF INC.,NASDAQ,,,0001083301,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
815,TXRH,"Texas Roadhouse, Inc.",NASDAQ,,,0001289460,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
816,TGTX,"TG THERAPEUTICS, INC.",NASDAQ,,,0001001316,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
817,TR,TOOTSIE ROLL INDUSTRIES INC,NYSE,,,0000098677,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
818,TRU,TransUnion,NYSE,,,0001552033,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
819,TXNM,TXNM ENERGY INC,NYSE,,,0001108426,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
820,USPH,U S PHYSICAL THERAPY INC /NV,NYSE,,,0000885978,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
821,UFPT,UFP TECHNOLOGIES INC,NASDAQ,,,0000914156,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
822,UBSI,UNITED BANKSHARES INC/WV,NASDAQ,,,0000729986,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
823,UNG,"United States Natural Gas Fund, LP",NYSE,,,0001376227,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
824,USO,"United States Oil Fund, LP",NYSE,,,0001327068,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
825,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",NYSE,,,0000891166,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
826,VLY,VALLEY NATIONAL BANCORP,NASDAQ,,,0000714310,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
827,VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",NYSE,,,0000883237,sec_filer_category_proxy,Large accelerated filer,2026-02-27,yes,18,fred-wilson|alfred-lin-private|shaun-maguire-private|dalton-caldwell-private|paul-buchheit-private|roelof-botha-private|mamoon-hamid-private|byron-deeter-private|josh-kopelman-private|hunter-walk-private|brad-feld-private|mike-volpi-private|matt-cohler-private|asheem-chandna-private|andrew-braccia-private|rich-wong-private|deedy-das-private|matt-turck-private,Fred Wilson|Alfred Lin|Shaun Maguire|Dalton Caldwell|Paul Buchheit|Roelof Botha|Mamoon Hamid|Byron Deeter|Josh Kopelman|Hunter Walk|Brad Feld|Mike Volpi|Matt Cohler|Asheem Chandna|Andrew Braccia|Rich Wong|Deedy Das|Matt Turck,fredwilson|Alfred_Lin|shaunmmaguire|daltonc|paultoo|roelofbotha|mamoonha|bdeeter|joshk|hunterwalk|bfeld|mavolpi|mattcohler|achandna|andrewbraccia|rwong|deedydas|mattturck,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
828,VSEC,VSE CORP,NASDAQ,,,0000102752,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
829,WSO,WATSCO INC,NYSE,,,0000105016,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
830,WABC,WESTAMERICA BANCORPORATION,NASDAQ,,,0000311094,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
831,WTM,WHITE MOUNTAINS INSURANCE GROUP LTD,NYSE,,,0000776867,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
832,WLDN,"Willdan Group, Inc.",NASDAQ,,,0001370450,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
833,WWW,WOLVERINE WORLD WIDE INC /DE/,NYSE,,,0000110471,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
834,XPEL,"XPEL, Inc.",NASDAQ,,,0001767258,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
835,YELP,YELP INC,NYSE,,,0001345016,sec_filer_category_proxy,Large accelerated filer,2026-02-27,yes,1,jeremy-stoppelman-yelp,Jeremy Stoppelman,jeremys,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
836,YETI,"YETI Holdings, Inc.",NYSE,,,0001670592,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
837,YUMC,"Yum China Holdings, Inc.",NYSE,,,0001673358,sec_filer_category_proxy,Large accelerated filer,2026-02-27,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
838,ZM,"Zoom Communications, Inc.",NASDAQ,,,0001585521,sec_filer_category_proxy,Large accelerated filer,2026-02-27,yes,1,yuan,Eric Yuan,ericsyuan,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
839,ACAD,ACADIA PHARMACEUTICALS INC,NASDAQ,,,0001070494,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
840,ACIW,"ACI WORLDWIDE, INC.",NASDAQ,,,0000935036,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
841,ADPT,Adaptive Biotechnologies Corp,NASDAQ,,,0001478320,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
842,ADEA,Adeia Inc.,NASDAQ,,,0001803696,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
843,ADTN,"ADTRAN Holdings, Inc.",NASDAQ,,,0000926282,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
844,AKBA,"Akebia Therapeutics, Inc.",NASDAQ,,,0001517022,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
845,AA,Alcoa Corp,NYSE,,,0001675149,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
846,ALKT,"ALKAMI TECHNOLOGY, INC.",NASDAQ,,,0001529274,sec_filer_category_proxy,Large accelerated filer,2026-02-26,yes,1,balaji-srinivasan-private,Balaji Srinivasan,balajis,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
847,ARLP,ALLIANCE RESOURCE PARTNERS LP,NASDAQ,,,0001086600,sec_filer_category_proxy,Large accelerated filer,2026-02-26,yes,18,fred-wilson|alfred-lin-private|shaun-maguire-private|dalton-caldwell-private|paul-buchheit-private|roelof-botha-private|mamoon-hamid-private|byron-deeter-private|josh-kopelman-private|hunter-walk-private|brad-feld-private|mike-volpi-private|matt-cohler-private|asheem-chandna-private|andrew-braccia-private|rich-wong-private|deedy-das-private|matt-turck-private,Fred Wilson|Alfred Lin|Shaun Maguire|Dalton Caldwell|Paul Buchheit|Roelof Botha|Mamoon Hamid|Byron Deeter|Josh Kopelman|Hunter Walk|Brad Feld|Mike Volpi|Matt Cohler|Asheem Chandna|Andrew Braccia|Rich Wong|Deedy Das|Matt Turck,fredwilson|Alfred_Lin|shaunmmaguire|daltonc|paultoo|roelofbotha|mamoonha|bdeeter|joshk|hunterwalk|bfeld|mavolpi|mattcohler|achandna|andrewbraccia|rwong|deedydas|mattturck,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
848,COLD,AMERICOLD REALTY TRUST,NYSE,,,0001455863,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
849,ABCB,Ameris Bancorp,NYSE,,,0000351569,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
850,AMPH,"Amphastar Pharmaceuticals, Inc.",NASDAQ,,,0001297184,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
851,AAOI,"APPLIED OPTOELECTRONICS, INC.",NASDAQ,,,0001158114,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
852,ACGLN,ARCH CAPITAL GROUP LTD.,NASDAQ,,,0000947484,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
853,AROC,"Archrock, Inc.",NYSE,,,0001389050,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
854,ATRO,ASTRONICS CORP,NASDAQ,,,0000008063,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
855,BATRA,"Atlanta Braves Holdings, Inc.",NASDAQ,,,0001958140,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
856,AUB,Atlantic Union Bankshares Corp,NYSE,,,0000883948,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
857,AUPH,Aurinia Pharmaceuticals Inc.,NASDAQ,,,0001600620,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
858,AVPT,"AvePoint, Inc.",NASDAQ,,,0001777921,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
859,ACLS,AXCELIS TECHNOLOGIES INC,NASDAQ,,,0001113232,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
860,BWIN,"Baldwin Insurance Group, Inc.",NASDAQ,,,0001781755,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
861,BANF,BANCFIRST CORP /OK/,NASDAQ,,,0000760498,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
862,BKU,"BankUnited, Inc.",NYSE,,,0001504008,sec_filer_category_proxy,Large accelerated filer,2026-02-26,no,0,,,,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
863,BBSI,BARRETT BUSINESS SERVICES INC,NASDAQ,,,0000902791,sec_filer_category_proxy,Large accelerated filer,2026-02-26,yes,1,panos-panay-amzn,Panos Panay,panos_panay,research_later,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
